08,478,Vistheimilið Bjarg
08,479,Hlaðgerðarkot
08,491,Reykjalundur, Mosfellsbæ
08,492,Heilsustofnun Náttúrulækningafélags Íslands
08,493,Sjálfsbjörg, hjúkrunar- og endurhæfingarstofnun
08,494,Hlein
08,500,Heilsugæslustöðvar, almennt
08,501,Sjúkraflutningar
08,506,Heilsugæsla á höfuðborgarsvæðinu
08,508,Miðstöð heimahjúkrunar á höfuðborgarsvæðinu
08,515,Heilsugæslustöðin Lágmúla í Reykjavík
08,517,Læknavaktin
08,553,Samningur við Akureyrarbæ um heilsugæslu
08,588,Heilsugæslustöðin í Salahverfi í Kópavogi
08,700,Heilbrigðisstofnanir
08,711,Heilbrigðisstofnunin Akranesi
08,716,Heilbrigðisstofnun Vesturlands
08,721,Heilbrigðisstofnunin Patreksfirði
08,726,Heilbrigðisstofnun Vestfjarða
08,735,Heilbrigðisstofnunin Hólmavík
08,741,Heilbrigðisstofnunin Hvammstanga
08,746,Heilbrigðisstofnunin Blönduósi og Sauðárkróki
08,756,Heilbrigðisstofnunin Dalvíkur- og Fjallabyggð
08,761,Heilbrigðisstofnun Þingeyinga
08,777,Heilbrigðisstofnun Austurlands
08,779,Heilbrigðisstofnun Suð-Austurlands
08,781,Heilbrigðisstofnunin Vestmannaeyjum
08,787,Heilbrigðisstofnun Suðurlands
08,791,Heilbrigðisstofnun Suðurnesja
08,795,St. Jósefsspítali, Sólvangur
09,101,Fjármálaráðuneyti, aðalskrifstofa
09,103,Fjársýsla ríkisins
09,199,Ráðstöfunarfé
09,201,Ríkisskattstjóri
09,202,Skattstofan í Reykjavík
09,203,Skattstofa Vesturlands
09,204,Skattstofa Vestfjarða
09,205,Skattstofa Norðurlands vestra
09,206,Skattstofa Norðurlands eystra
09,207,Skattstofa Austurlands
09,208,Skattstofa Suðurlands
09,209,Skattstofa Vestmannaeyja
09,211,Skattstofa Reykjaness
09,212,Skatta- og tollamál, ýmis útgjöld
09,214,Yfirskattanefnd
09,215,Skattrannsóknarstjóri ríkisins
09,250,Innheimtukostnaður
09,262,Tollstjórinn í Reykjavík
09,381,Lífeyrisskuldbindingar, eftirlaun
09,391,Jöfnun á örorkubyrði almennra lífeyrissjóða
09,393,Endurhæfingarsjóður
09,402,Fasteignaskrá Íslands
09,405,Fasteignagjöld af húsnæði ríkisins
09,481,Útgjöld samkvæmt heimildarákvæðum
09,711,Afskriftir skattkrafna
09,721,Fjármagnstekjuskattur
09,811,Barnabætur
09,821,Vaxtabætur
09,831,Uppbætur á eftirlaun lífeyrisþega
09,901,Framkvæmdasýsla ríkisins
09,905,Ríkiskaup
09,973,Tapaðar kröfur og tjónabætur
09,976,Lánaumsýsla ríkissjóðs
09,980,Rekstrarfélag stjórnarráðsbygginga við Arnarhól
09,981,Ýmsar fasteignir ríkissjóðs
09,984,Fasteignir ríkissjóðs
09,985,Fyrrum varnarsvæði við Keflavíkurflugvöll
09,989,Launa- og verðlagsmál
09,990,Ríkisstjórnarákvarðanir
09,991,Aðflutningsgjöld af útflutningi notaðra ökutækja
09,994,Virðisaukaskattur ríkisstofnana af tölvuvinnslu
09,999,Ýmislegt
10,101,Samgönguráðuneyti, aðalskrifstofa
10,190,Ýmis verkefni
10,199,Ráðstöfunarfé
10,211,Rekstur Vegagerðarinnar
10,212,Samgönguverkefni
10,251,Umferðarstofa
10,281,Rannsóknanefnd umferðarslysa
10,335,Siglingastofnun Íslands
10,336,Hafnarframkvæmdir
10,381,Rannsóknanefnd sjóslysa
10,471,Flugmálastjórn Íslands
10,475,Flugvellir og flugleiðsöguþjónusta
10,481,Rannsóknanefnd flugslysa
10,512,Póst- og fjarskiptastofnunin
10,513,Jöfnunarsjóður alþjónustu
10,521,Fjarskiptasjóður
10,801,Jöfnunarsjóður sveitarfélaga
10,811,Bjargráðasjóður
11,101,Iðnaðarráðuneyti, aðalskrifstofa
11,199,Ráðstöfunarfé
11,205,Nýsköpunarmiðstöð Íslands
11,240,Iðnaðarrannsóknir og stóriðja
11,242,Tækniþróunarsjóður
11,245,Samtök iðnaðarins
11,251,Endurgreiðslur vegna kvikmyndagerðar á Íslandi
11,299,Iðja og iðnaður, framlög
11,301,Orkustofnun
11,371,Orkusjóður
11,373,Niðurgreiðslur á húshitun
11,375,Jöfnun kostnaðar við dreifingu raforku
11,399,Ýmis orkumál
11,401,Byggðaáætlun
11,411,Byggðastofnun
11,501,Ferðamálastofa
11,599,Ýmis ferðamál
12,101,Viðskiptaráðuneyti, aðalskrifstofa
12,190,Ýmis verkefni
12,199,Ráðstöfunarfé
12,402,Fjármálaeftirlitið
12,411,Samkeppniseftirlitið
12,421,Neytendastofa
12,425,Talsmaður neytenda
12,431,Einkaleyfastofan
12,811,Flutningssjóður olíuvara
14,101,Umhverfisráðuneyti, aðalskrifstofa
14,190,Ýmis verkefni
14,199,Ráðstöfunarfé
14,202,Náttúrurannsóknastöðin við Mývatn
14,211,Umhverfisstofnun
14,212,Vatnajökulsþjóðgarður
14,231,Landgræðsla ríkisins
14,241,Skógrækt ríkisins
14,243,Hekluskógar
14,281,Styrkir til fráveitna sveitarfélaga
14,287,Úrvinnslusjóður
14,289,Endurvinnslan hf.
14,301,Skipulagsstofnun
14,303,Skipulagsmál sveitarfélaga
14,310,Landmælingar Íslands
14,321,Brunamálastofnun ríkisins
14,381,Ofanflóðasjóður
14,401,Náttúrufræðistofnun Íslands
14,403,Náttúrustofur
14,407,Stofnun Vilhjálms Stefánssonar
14,412,Veðurstofa Íslands
19,801,Vaxtagjöld ríkissjóðs
